date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:08:01	773/773	---M--	200	added ('OK')	image/png	etag:%2207150cab33cf1:0%22	https://www.itailor.com/images/WebSuit/info.png	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/images/WebSuit/info.png	(from https://www.itailor.com/designsuits/)
22:08:02	929/929	---M--	200	added ('OK')	image/png	etag:%2260a428b7590cf1:0%22	https://www.itailor.com/itailor-data/webroot/img/missing.png	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/itailor-data/webroot/img/missing.png	(from https://www.itailor.com/designsuits/)
22:08:03	1111/1111	---M--	200	added ('OK')	image/png	etag:%22902c61517590cf1:0%22	https://www.itailor.com/itailor-data/webroot/img/icon/arrow.png	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/itailor-data/webroot/img/icon/arrow.png	(from https://www.itailor.com/designsuits/)
22:08:05	3533/3533	---M--	200	added ('OK')	image/jpeg	etag:%220d6db67cbad21:0%22	https://www.itailor.com/images/Models/SuitWeb/Suit/MenuL/handTopStitching/No.jpg	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/images/Models/SuitWeb/Suit/MenuL/handTopStitching/No.jpg	(from https://www.itailor.com/designsuits/)
22:08:06	16620/16620	---M--	200	added ('OK')	image/jpeg	etag:%22c06ad58463c0d21:0%22	https://www.itailor.com/images/Models/SuitWeb/Suit/MenuL/handTopStitching/Collar.jpg	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/images/Models/SuitWeb/Suit/MenuL/handTopStitching/Collar.jpg	(from https://www.itailor.com/designsuits/)
22:08:07	15316/15316	---M--	200	added ('OK')	image/jpeg	etag:%22601ff98463c0d21:0%22	https://www.itailor.com/images/Models/SuitWeb/Suit/MenuL/handTopStitching/Front.jpg	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/images/Models/SuitWeb/Suit/MenuL/handTopStitching/Front.jpg	(from https://www.itailor.com/designsuits/)
22:08:08	2065/2065	---M--	200	added ('OK')	image/jpeg	etag:%2240143bcab33cf1:0%22	https://www.itailor.com/images/websuit/choosejacket.jpg	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/images/websuit/choosejacket.jpg	(from https://www.itailor.com/designsuits/)
22:08:09	1786/1786	---M--	200	added ('OK')	image/jpeg	etag:%2240143bcab33cf1:0%22	https://www.itailor.com/images/websuit/choosepantt.jpg	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/images/websuit/choosepantt.jpg	(from https://www.itailor.com/designsuits/)
22:08:10	1046/1046	---M--	200	added ('OK')	image/png	etag:%22309f6537590cf1:0%22	https://www.itailor.com/itailor-data/webroot/img/icon/left.png	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/itailor-data/webroot/img/icon/left.png	(from https://www.itailor.com/designsuits/)
22:08:12	1034/1034	---M--	200	added ('OK')	image/png	etag:%2230f460537590cf1:0%22	https://www.itailor.com/itailor-data/webroot/img/icon/right.png	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/itailor-data/webroot/img/icon/right.png	(from https://www.itailor.com/designsuits/)
22:08:13	5189/5189	---M--	200	added ('OK')	image/jpeg	etag:%2220587f92d2c9d21:0%22	https://www.itailor.com/images/Models/Suitweb/Suit/Menu/Lining/Unlined.jpg	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/images/Models/Suitweb/Suit/Menu/Lining/Unlined.jpg	(from https://www.itailor.com/designsuits/)
22:08:14	4677/4677	---M--	200	added ('OK')	image/jpeg	etag:%2250d46992d2c9d21:0%22	https://www.itailor.com/images/Models/Suitweb/Suit/Menu/Lining/HalfLined.jpg	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/images/Models/Suitweb/Suit/Menu/Lining/HalfLined.jpg	(from https://www.itailor.com/designsuits/)
22:08:15	4640/4640	---M--	200	added ('OK')	image/jpeg	etag:%2220e77c92d2c9d21:0%22	https://www.itailor.com/images/Models/Suitweb/Suit/Menu/Lining/FullyLined.jpg	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/images/Models/Suitweb/Suit/Menu/Lining/FullyLined.jpg	(from https://www.itailor.com/designsuits/)
22:08:16	32403/32403	---M--	200	added ('OK')	image/jpeg	etag:%22909ba912c8ddd41:0%22	https://www.itailor.com/images/Web/LastButtonHole/1.jpg	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/images/Web/LastButtonHole/1.jpg	(from https://www.itailor.com/designsuits/)
22:08:18	49559/49559	---M--	200	added ('OK')	image/jpeg	etag:%2230dfca12c8ddd41:0%22	https://www.itailor.com/images/Web/LastButtonHole/2.jpg	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/images/Web/LastButtonHole/2.jpg	(from https://www.itailor.com/designsuits/)
22:08:19	44874/44874	---M--	200	added ('OK')	image/jpeg	etag:%2270e1e56cdeddd41:0%22	https://www.itailor.com/images/Web/LastButtonHole/3.jpg	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/images/Web/LastButtonHole/3.jpg	(from https://www.itailor.com/designsuits/)
22:08:20	25087/25087	---M--	200	added ('OK')	image/jpeg	etag:%22081db12c8ddd41:0%22	https://www.itailor.com/images/Web/LastButtonHole/4.jpg	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/images/Web/LastButtonHole/4.jpg	(from https://www.itailor.com/designsuits/)
22:08:21	1111/1111	---M--	200	added ('OK')	image/png	etag:%22902c61517590cf1:0%22	https://www.itailor.com/iTailor-data/webroot/img/icon/Arrow.png	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/iTailor-data/webroot/img/icon/Arrow-2.png	(from https://www.itailor.com/designsuits/)
22:08:22	21791/21791	---M--	200	added ('OK')	image/png	etag:%22f0327b537590cf1:0%22	https://www.itailor.com/itailor-data/webroot/img/icon/Measurement.png	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/itailor-data/webroot/img/icon/Measurement.png	(from https://www.itailor.com/designsuits/)
22:08:23	11400/11400	---M--	200	added ('OK')	image/png	etag:%22703fad537590cf1:0%22	https://www.itailor.com/itailor-data/webroot/img/icon/SML.png	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/itailor-data/webroot/img/icon/SML.png	(from https://www.itailor.com/designsuits/)
22:08:24	448/448	---M--	200	added ('OK')	image/png	etag:%2201ce6a2b33cf1:0%22	https://www.itailor.com/images/Web/GreenArrow.png	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/images/Web/GreenArrow.png	(from https://www.itailor.com/designsuits/)
22:08:26	25036/25036	---M--	200	added ('OK')	image/jpeg	etag:%22608fafabb33cf1:0%22	https://www.itailor.com/images/Web/Measurement/Measure_Suit/English/CHEST.jpg	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/images/Web/Measurement/Measure_Suit/English/CHEST.jpg	(from https://www.itailor.com/designsuits/)
22:08:27	3795/3795	---M--	200	added ('OK')	image/png	etag:%228077dc03e24d61:0%22	https://www.itailor.com/itailor-data/webroot/img/Mask.png	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/itailor-data/webroot/img/Mask.png	(from https://www.itailor.com/designsuits/)
22:08:29	21002/21002	---M--	200	added ('OK')	image/png	etag:%22b6ea4730bf59d61:0%22	https://www.itailor.com/images/Models/Mask/Mask/41.png	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/images/Models/Mask/Mask/41.png	(from https://www.itailor.com/designsuits/)
22:08:29	1950/1950	---M--	200	added ('OK')	image/png	etag:%2280e408ffb0d61:0%22	https://www.itailor.com/itailor-data/webroot/img/info.png	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/itailor-data/webroot/img/info.png	(from https://www.itailor.com/designsuits/)
22:08:31	27423/27423	---M--	200	added ('OK')	image/jpeg	etag:%2250bbb6abb33cf1:0%22	https://www.itailor.com/images/Web/Measurement/Measure_Suit/English/SLEEVE.jpg	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/images/Web/Measurement/Measure_Suit/English/SLEEVE.jpg	(from https://www.itailor.com/designsuits/)
22:08:32	1703/1703	---M--	200	added ('OK')	application/javascript	etag:%2240ff9e54e5f4d21:0%22	https://www.itailor.com/itailor-data/webroot/js/jquery.imagesloaded.js	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/itailor-data/webroot/js/jquery.imagesloaded.js	(from https://www.itailor.com/designsuits/)
22:08:33	25171/25171	---M--	200	added ('OK')	application/javascript	etag:%22b0c39155e5f4d21:0%22	https://www.itailor.com/itailor-data/webroot/js/jquery.mCustomScrollbar.concat.min.js	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/itailor-data/webroot/js/jquery.mCustomScrollbar.concat.min.js	(from https://www.itailor.com/designsuits/)
22:08:34	2564/2564	---M--	200	added ('OK')	application/javascript	etag:%22803a308e9ff0d61:0%22	https://www.itailor.com/itailor-data/product/suit3pcs/js/MethodsGalbal.js	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/itailor-data/product/suit3pcs/js/MethodsGalbal.js	(from https://www.itailor.com/designsuits/)
22:08:35	2220/2220	---M--	200	added ('OK')	application/javascript	etag:%2280892554e5f4d21:0%22	https://www.itailor.com/itailor-data/webroot/js/base64.js	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/itailor-data/webroot/js/base64.js	(from https://www.itailor.com/designsuits/)
22:08:36	2430/2430	---M--	200	added ('OK')	application/javascript	etag:%220b939c39d3cf1:0%22	https://www.itailor.com/itailor-data/lib/js/Animation.js	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/itailor-data/lib/js/Animation.js	(from https://www.itailor.com/designsuits/)
22:08:38	23680/23680	---M--	200	added ('OK')	application/javascript	etag:%228030dca3421d51:0%22	https://www.itailor.com/itailor-data/lib/js/MayaPopup/MayaPopup.js	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/itailor-data/lib/js/MayaPopup/MayaPopup.js	(from https://www.itailor.com/designsuits/)
22:08:39	5253/5253	---M--	200	added ('OK')	application/javascript	etag:%2210ef6087e0e3cf1:0%22	https://www.itailor.com/itailor-data/lib/js/MayaTransform/MayaTransform.js	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/itailor-data/lib/js/MayaTransform/MayaTransform.js	(from https://www.itailor.com/designsuits/)
22:08:40	3592/3592	---M-Z	200	added ('OK')	application/javascript	etag:%2205e2221960d01:0%22	https://www.itailor.com/itailor-data/lib/js/MayaDroupDown/jquery.MayaDropDown.min.js	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/itailor-data/lib/js/MayaDroupDown/jquery.MayaDropDown.min.js	(from https://www.itailor.com/designsuits/)
22:08:41	17627/17627	---M-Z	200	added ('OK')	application/javascript	etag:%220bab0e40d61:0%22	https://www.itailor.com/itailor-data/webroot/js/main.js	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/itailor-data/webroot/js/main.js	(from https://www.itailor.com/designsuits/)
22:08:42	1432/1432	---M--	200	added ('OK')	application/javascript	etag:%225033f357e5f4d21:0%22	https://www.itailor.com/itailor-data/webroot/js/preload.js	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/itailor-data/webroot/js/preload.js	(from https://www.itailor.com/designsuits/)
22:08:43	2594/2594	---M--	200	added ('OK')	application/javascript	etag:%22802a71cf31f1d61:0%22	https://www.itailor.com/itailor-data/product/suit3pcs/js/JS-LOADING.js	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/itailor-data/product/suit3pcs/js/JS-LOADING.js	(from https://www.itailor.com/designsuits/)
22:08:45	16250/16250	---M-Z	200	added ('OK')	application/javascript	etag:%220c3454e1fcad61:0%22	https://www.itailor.com/itailor-data/product/suit3pcs/js/JS-GETXML.js?v=2020-1120	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/itailor-data/product/suit3pcs/js/JS-GETXML30d9.js	(from https://www.itailor.com/designsuits/)
22:08:46	17979/17979	---M--	200	added ('OK')	application/javascript	etag:%22803f6fd9bf0d61:0%22	https://www.itailor.com/itailor-data/product/suit3pcs/js/JS-02.js	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/itailor-data/product/suit3pcs/js/JS-02.js	(from https://www.itailor.com/designsuits/)
22:08:47	25591/25591	---M--	200	added ('OK')	application/javascript	etag:%220cb5edea6f0d61:0%22	https://www.itailor.com/itailor-data/product/suit3pcs/js/JS-MENU-S.js?v=2020-1120	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/itailor-data/product/suit3pcs/js/JS-MENU-S30d9.js	(from https://www.itailor.com/designsuits/)
22:08:48	17839/17839	---M-Z	200	added ('OK')	application/javascript	etag:%22056af3a979d71:0%22	https://www.itailor.com/itailor-data/product/suit3pcs/js/JS-MENU-L.js	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/itailor-data/product/suit3pcs/js/JS-MENU-L.js	(from https://www.itailor.com/designsuits/)
22:08:49	18294/18294	---M-Z	200	added ('OK')	application/javascript	etag:%2280ecb8b4aacd61:0%22	https://www.itailor.com/itailor-data/product/suit3pcs/js/JS-DESIGN.js?v=2020-0133	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/itailor-data/product/suit3pcs/js/JS-DESIGNce9c.js	(from https://www.itailor.com/designsuits/)
22:08:51	28962/28962	---M--	200	added ('OK')	application/javascript	etag:%22808248eda972d61:0%22	https://www.itailor.com/itailor-data/product/suit3pcs/js/JS-MEASUREMENT.js?ver=2020-0811	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/itailor-data/product/suit3pcs/js/JS-MEASUREMENTb41a.js	(from https://www.itailor.com/designsuits/)
22:08:52	16749/16749	---M-Z	200	added ('OK')	application/javascript	etag:%22801f25d5ff27d31:0%22	https://www.itailor.com/itailor-data/SaveDesign/SaveDesign.js	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/itailor-data/SaveDesign/SaveDesign.js	(from https://www.itailor.com/designsuits/)
22:08:52	241/241	---M--	200	added ('OK')	image/gif	etag:%22570d8f2f-f1%22	http://static.getclicky.com/media/links/badge.gif	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/static.getclicky.com/media/links/badge.gif	(from https://www.itailor.com/designsuits/)
22:08:53	43/43	---MC-	200	added ('OK')	image/gif	date:Wed,%2016%20Jun%202021%2015:08:57%20GMT	http://in.getclicky.com/100978324ns.gif	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/in.getclicky.com/100978324ns.gif	(from https://www.itailor.com/designsuits/)
22:08:53	43993/43993	---MC-	200	added ('OK')	text/javascript	date:Wed,%2016%20Jun%202021%2015:08:56%20GMT	http://www.googleadservices.com/pagead/conversion.js	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.googleadservices.com/pagead/f.txt	(from https://www.itailor.com/designsuits/)
22:08:54	30494/30494	---M-Z	200	added ('OK')	application/javascript	etag:%220d2a696ff53d71:0%22	http://bat.bing.com/bat.js	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/bat.bing.com/bat.js	(from https://www.itailor.com/designsuits/)
22:08:55	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2016%20Jun%202021%2015:08:59%20GMT	https://www.itailor.com/designsuits/c	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/designsuits/c.48.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
22:08:56	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2016%20Jun%202021%2015:09:00%20GMT	https://www.itailor.com/designsuits/b	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/designsuits/b.49.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
22:08:57	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2016%20Jun%202021%2015:09:01%20GMT	https://www.itailor.com/designsuits/POST	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/designsuits/POST.4a.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
22:08:58	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2016%20Jun%202021%2015:09:03%20GMT	https://www.itailor.com/itailor-data/webroot/css/mCSB_buttons.png	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/itailor-data/webroot/css/mCSB_buttons.4b.delayed	(from https://www.itailor.com/itailor-data/webroot/css/jquery.mCustomScrollbar.css)
22:09:00	1834/1834	---M--	200	added ('OK')	image/png	etag:%22c0a070527590cf1:0%22	https://www.itailor.com/itailor-data/webroot/img/icon/CloesButton.png	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/itailor-data/webroot/img/icon/CloesButton.png	(from https://www.itailor.com/itailor-data/lib/js/MayaPopup/MayaPopup.css)
22:09:03	629/629	---M--	200	added ('OK')	image/png	etag:%22f0d5acab33cf1:0%22	https://www.itailor.com/images/WebSuit/Arrow.png	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/images/WebSuit/Arrow.png	(from https://www.itailor.com/itailor-data/webroot/css/main.css)
22:09:03	238469/238469	---M--	200	added ('OK')	image/jpeg	etag:%2220a73d6d3360d01:0%22	https://www.itailor.com/itailor-data/webroot/img/bg/bg-designer-suit.jpg	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/itailor-data/webroot/img/bg/bg-designer-suit.jpg	(from https://www.itailor.com/itailor-data/webroot/css/main.css)
22:09:04	1182/1182	---M--	200	added ('OK')	image/png	etag:%22909a1f527590cf1:0%22	https://www.itailor.com/itailor-data/webroot/img/icon/checkmarkblue.png	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/itailor-data/webroot/img/icon/checkmarkblue.png	(from https://www.itailor.com/itailor-data/webroot/css/main.css)
22:09:04	373464/373464	---M--	200	added ('OK')	image/jpeg	etag:%22d08d806b3360d01:0%22	https://www.itailor.com/itailor-data/webroot/img/bg/bg-designer-shirt.jpg	C:/Users/shegg/OneDrive/Desktop/New%20folder/phungvip/www.itailor.com/itailor-data/webroot/img/bg/bg-designer-shirt.jpg	(from https://www.itailor.com/itailor-data/webroot/css/main.css)
